note,lang
"he cupper shall be clear that the “undesirable flavor” is indeed a defect and should be able to identify such flavor in a very specific way, avoiding catch-all terms.",en
"8 in cupping scores, with very few exceptions scoring below 79 or above",en
"Hence, the cupping score is now the result of the following equation, rounded to the nearest 0",en
"S is the cupping score prior to rounding h is the 9-point score of each affective section, i from i = 1 (fragrance) to i = 8 (overall) u is the number of non-uniform cups d is the number of defective cups It is true this formula may be too complex for day-to-day manual calculation, which is one of the reasons it has not been included in the affective form",en
"Another reason why it was not included was to avoid “reverse cupping,” in which a cupper aims at a final score and, from there, works out the value each individual section should have, instead of deriving the total score from the individual sections’ scores",en
"At any rate, this formula is easily calculated using a spreadsheet or a special cupping score A System to Assess Coffee Value 40",en
"The cupping score formula is a linear equation, where the main linear variable is the sum of the impression of quality scores of the different cupping sections",en
"If, for a given coffee, the scores of all sections were 5 (“neither high nor low”), the final score would be 79 (assuming there are no uniformity or defect issues)",en
"If the scores of all sections were 9 (“extremely high”), then the final score would be 100 (again, assuming no uniformity or defect issues)",en
1 2 3 If all cupping sections had this value,en
"We do not necessarily anticipate a linear correlation between the “old cupping score” and the new score as calculated with this formula, as the new affective form allows a lot more room for “low impression of quality” coffees than the prior system did, with the scale of the prior system starting at “6 – good",en
"Hence, the cupping score is now the result of the following equation, rounded to the nearest 0.25 points:",en
1 2 3 If all cupping sections had this value...,en
"34 To date, studies on the value of different extrinsic attributes have either focused on understanding a single attribute, like Fair Trade certification, or on ranking the importance of a series of attributes",en
"The presence of an attribute on the assessment will not necessarily mean that it is more important or more valuable than attributes that are not listed—rather, these attributes will appear because they have been demonstrated to generate value and are recognizable to cuppers working anywhere in the coffee system",en
"identifying information tied to a particular geography—not even the exact information, but simply that a coffee comes from an identifiable geography—h",en
Processing Information,en
Processing is described in the SCA Coffee Systems Map as “preparing coffee seeds for stable transportation and storage,en
39 This revolution brings opportunities for technical progress in processing and for leading,en
"Driven by the success of honey and natural processes in the early 2000s, new approaches—particularly those merging the fermentation practices of other industries outside of coffee—have emerged, including extended fermentation periods, carbonic maceration, and “co-fermentation” (i",en
"39 This revolution brings opportunities for technical progress in processing and for leading processors to add value to their coffee, but it can also be difficult to navigate for professionals and consumers alike",en
"As the “processing revolution” continues, extrinsic attributes linked to processing information will likely continue to evolve, but two key categories of processing information are likely to remain constant: processor information and process type",en
coffee/sca-news/ watch/video/paradigm-shift-the-post-harvest-processing-revolution A System to Assess Coffee Value 44,en
"With the broad range of names and descriptions used in processing, the SCA anticipates that the “Other” section for “Process Type” could include a wide range of information",en
"Some terminology the SCA is currently exploring as a part of an emerging green coffee identity standard includes: • Fruit-dried (dry process, natural) • Mucilage-dried (honey, semi-dry) • Parchment-dried (washed, wet process, semi-washed, demucilaged) • Seed-dried (wet hulled) The type of fermentation, as described by the processor, may be a valuable extrinsic attribute for many people",en
"Although there are no standard definitions of any of those methods, popular terms to describe the type of fermentation include: • Lactic • Anaerobic • Carbonic maceration • Multiple fermentations • Co-fermentation Additionally, it may be worthwhile to note where on the continuum of “nothing added during processing” to “something added during added to processing” a particular sample exists",en
"Driven by the success of honey and natural processes in the early 2000s, new approaches—particularly those merging the fermentation practices of other industries outside of coffee—have emerged, including extended fermentation periods, carbonic maceration, and “co-fermentation” (i",en
"40 This includes: • Microbial starters, like a proprietary strain of yeast • Fermentation adjuncts, like flowers, herbs, or fruit • Flavoring agents, applied before drying (natural or artificial) • Flavoring agents, applied during or after drying (natural or artificial",en
ng added during added to processing” a particular sample exists,en
"In many cases, this was for the purpose of signaling to buyers what to expect in the cup before cupping became common practice in coffee supply chains",en
"Conducted by a third-party, certifications occupy a unique space in that they guarantee information across multiple extrinsic attribute categories (i",en
", farming, processing, grading, and/or trading information)",en
"40 This includes: • Microbial starters, like a proprietary strain of yeast • Fermentation adjuncts, like flowers, herbs, or fruit • Flavoring agents, applied before drying (natural or artificial) • Flavoring agents, applied during or after drying (natural or artificial",en
"Conducted by a third-party, certifications occupy a unique space in that they guarantee information across multiple extrinsic attribute categories (i",en
", farming, processing, grading, and/or trading information)",en
"In a study from 2022, coffee drinkers report that product claims about fair prices paid to farmers, good labor practices, thriving communities, environmental sustainability, and support for coffee communities are key drivers of their purchasing decisions, alongside intrinsic attribute information like roast level",en
"Any other extrinsic attribute— including more personal information about the farm or producer that might add value to the coffee in the supply chain—should be listed, to help in the final assessment of a coffee’s total value",en
